Hcell	Pcell	Delta_mean_%	meanP	maxP	Variance_P	CV_P	meanH	maxH	new_meanH	new_maxH	new_Variance_H	new_CV_H
Cell#790	3950_0_0_1_0	29.14	108151978887.70963	405703649306.99524	3249.278569807973	0.5270587198558252	683000000.0	3698000000.0	882108390.314569	3698000000.0	0.2861924535480117	0.6064669464255352
Cell#241	3950_1_3_3_3_3	-33.19	141348825248.26355	474133195618.2334	8231.933874463539	0.6418872262346097	22429000000.000004	35393000000.0	14984980381.035835	35393000000.0	32.72897248641884	0.3817772161375284
Cell#503	3951_2_3_2_2	-8.31	185426490555.95917	460300039948.1406	9368.170278457943	0.5219820987224748	1815999999.9999998	4093000000.0	1664981740.3497114	4093000000.0000005	0.718669276296611	0.5091609221689398
Cell#297	3949_3_3_2_3	-21.9	134734233929.82892	379380188470.8229	5654.493247948635	0.5581088220815436	14679000000.0	27053000000.0	11463682162.26415	27053000000.0	23.027730127633898	0.4186021254045831
Cell#742	3951_2_2_3_0	-18.18	165332365752.00616	423902711665.9811	8704.375635398254	0.5643011459117587	23822000000.0	44220000000.0	19490420258.225857	44220000000.0	76.5816713569581	0.4489947020946377
Cell#220	3963_1_1_3	-36.85	128042576614.55498	464383872179.2186	6055.401857079438	0.607738962248502	25574000000.0	48763999999.99999	16149874244.913383	48763999999.99999	56.517729007996834	0.4655037741315285
Cell#312	3947_2_0_1_0	-23.76	122996925962.73453	392203417534.525	5967.993610889106	0.6280871632088918	9812000000.000002	17408000000.0	7480833069.983048	17408000000.0	7.8952255090941135	0.37560581368965557
Cell#519	3945_0_1_1_0	-23.57	121078548984.6046	411926785775.709	4937.459095946248	0.5803427290900487	27395000000.0	61280000000.0	20937194752.271732	61279999999.99999	94.86751454178903	0.46520060248139905
Cell#665	3939_1_2_1	-4.27	137977301183.62817	411100746256.3064	5691.657681707646	0.5467788913341466	3001000000.0000005	9139000000.0	2872724158.7772574	9139000000.0	2.9727632349478967	0.6001865156737132
Cell#169	3944_3_0_0	-47.73	98712369875.86128	449228232115.05865	4448.853227783642	0.675697730988678	10758000000.0	22549000000.0	5622703000.280124	22549000000.0	10.316966441708281	0.5712561188550569
Cell#631	3950_2_0_2_0	-6.35	175496713705.97775	424024976665.5487	7423.210427346346	0.49093828083235724	33996000000.000004	65700000000.0	31836017688.903236	65700000000.0	135.4262188001156	0.3655380906968805
Cell#199	3963_3_1_2_2	-58.86	70592902627.99657	380941220841.4568	2312.0271823694075	0.6811384996111969	17219000000.0	28154000000.0	7083796669.585596	28154000000.0	10.569170845733355	0.4589383735319018
Cell#888	3950_3_2_3_2	-26.26	102714379748.33604	448745793039.35767	3207.319974090458	0.5513658916814209	15175999999.999998	33906999999.999996	11191406879.818932	33906999999.999992	12.383538890843548	0.3144399371290224
Cell#604	3951_2_2_3_3_0	-23.01	104627433303.87932	411759958677.57446	4178.87125565196	0.6178512423542225	12210000000.0	29646000000.0	9399976175.600195	29645999999.999996	18.1661582395782	0.4534243024583823
Cell#67	3950_1_3_0_1_0	-44.32	108903201092.2119	389439518793.7071	4330.443766855847	0.604262378951799	19788000000.0	36760999999.99999	11016582156.711872	36760999999.99999	36.25746975719477	0.5465776500695256
Cell#261	3951_2_3_0_0	-45.61	84280461675.77222	277117539352.0483	1988.2471937672185	0.5290640877544297	16668000000.0	28785999999.999996	9066474437.250261	28785999999.999996	20.75204381131348	0.5024490117976079
Cell#116	3950_1_0_1_1	-54.97	108041545127.9733	508146109334.9044	4383.882586084755	0.6128280995090519	11245999999.999998	23354000000.0	5064220371.010962	23354000000.0	9.12646343310857	0.5965387545439772
Cell#495	3952_1_2_3_0	-34.9	116086190475.46262	382886191770.2306	3531.2730909587563	0.5118999569639064	25963000000.0	48309000000.0	16903222134.111225	48309000000.0	48.08276975099127	0.4102279432077963
Cell#284	3963_1_3_1	-31.57	123733758022.15726	424095267898.287	6106.253046273866	0.631537575365895	36879000000.0	65908999999.99999	25234689991.923286	65908999999.999985	114.54745210584002	0.42412584995314684
Cell#127	3948_1_2_1_1	-15.43	89334427236.39583	385589947527.2055	3587.2875334849386	0.6704466681428799	19986000000.0	43620000000.0	16902197123.302225	43620000000.0	29.59935452619884	0.3218829388427907
Cell#109	3943_2_1	-11.74	115215481304.0553	371669375140.9647	3176.2170898816776	0.4891524698029439	10888000000.0	22723000000.000004	9609588875.09043	22723000000.000004	8.194739834436001	0.2978947005720247
Cell#116	3945_1_3_3	-32.7	142672576628.73303	421300117001.5862	5954.54400469945	0.5408586128625616	11245999999.999998	23354000000.0	7568382075.80822	23354000000.0	18.896334366782195	0.5743620462073751
Cell#716	3963_0_1_1	-34.53	153970107780.9421	498669749020.98224	9128.98636963007	0.620547264554647	41468999999.99999	69591000000.00002	27148231739.686935	69591000000.00002	141.07394393666738	0.4375038269245671
Cell#508	3950_3_1_2_2_2_3	11.34	142554037043.99127	409554257061.65173	6252.170673188102	0.5546715511863692	9728000000.0	29930000000.0	10830986468.405596	29930000000.0	31.942317387382438	0.521813363490559
Cell#185	3962_0_1_0	-29.83	105287157460.06876	328472016661.56195	4325.2060614164075	0.6246374241041704	8241000000.0	15780000000.0	5782776962.310632	15780000000.0	8.605699233190709	0.5072903950992809
Cell#333	3948_1_1_0_2_2	-22.51	93569189740.1301	273996672891.39807	2986.2837363901026	0.5840266509872427	33728000000.0	67321000000.0	26137394948.131947	67321000000.0	154.11464546784242	0.4749628648451725
Cell#635	3950_2_0_3_3_0_0	-19.66	130150219399.03148	460591638688.95996	9901.861640336594	0.7645634315875292	4548000000.0	9541000000.0	3653788657.3790617	9541000000.0	3.100142216132766	0.4818894132846562
Cell#624	3949_3_3_0_3	-35.83	131270820315.56454	425140351042.3739	6112.0898414349185	0.5955615691185643	27635000000.0	51744000000.0	17733587551.159	51744000000.0	80.66931235946774	0.5064744879957692
Cell#162	3952_1_0_2_1	-34.0	79997088380.97797	393878251688.6344	3105.6151885196646	0.6966259375630613	44724000000.0	87292999999.99998	29519583435.169273	87292999999.99998	107.4289888771041	0.35111591846430606
Cell#129	3950_3_2_0_3_2	-24.2	115269974853.59013	337294304635.23035	3711.734917365554	0.5285332060192399	30465000000.0	58001000000.00001	23092402748.667503	58001000000.000015	90.96225002353985	0.41301086233132966
Cell#309	3949_0_0_3	-20.05	146234693572.17526	429994283945.94946	8154.2265736449335	0.6175056958969701	14562999999.999998	34651000000.0	11643172659.325975	34651000000.0	53.134107727926576	0.6260591369761572
Cell#729	3950_1_0_0_0	-44.41	68729672200.8532	315700720501.1698	1802.0360493115845	0.6176429161015903	19505000000.0	34593000000.0	10842121640.978497	34593000000.0	16.243312957174155	0.37172607877664354
Cell#192	3951_2_0_1_0	-25.45	93464848042.93915	297958069715.56805	3002.7777093685786	0.5862910808978333	7037999999.999999	16549000000.0	5247132320.65248	16549000000.0	9.11315770499594	0.5753239144596942
Cell#473	3948_3_2_0	-19.09	174400146553.15002	400153152842.12994	7704.387163203815	0.5032945225755381	14142999999.999998	22337000000.0	11443344184.823177	22337000000.0	17.26734343963594	0.3631280545774556
Cell#924	3945_0_2_0_1	1.92	120584736871.41197	370223759331.78345	4098.177865863022	0.530888186821153	7672000000.000001	24465999999.999996	7818508499.88718	24465999999.999996	18.056665152110334	0.5434941321509249
Cell#653	3959_2_3	-35.87	130371854843.49786	420856883390.8815	6617.302430525513	0.6239598534626889	1943000000.0	3590000000.0	1246121109.343586	3590000000.0	0.4253095758390694	0.5233501192127167
Cell#839	3951_1_2_3_0	-25.12	143147184813.5195	408056640839.30756	5981.572091743148	0.5402874245378215	8187999999.999999	19124000000.000004	6130707194.641594	19124000000.000004	14.27391131431857	0.6162556620550098
Cell#32	3949_3_3_2_2	-51.84	70238417589.29184	346847722965.2124	1895.5401304453892	0.619857375225116	5339000000.0	12835999999.999998	2571457036.610913	12835999999.999998	2.594923772779707	0.626445119024683
Cell#738	3959_3_2	3.99	173763237352.72583	459378905069.6309	8470.506035808305	0.5296595154428732	14502000000.0	37789000000.0	15079821708.134356	37789000000.0	53.26940832693674	0.48399706683696364
Cell#705	3961_3_1	-61.54	53006695550.500694	391437698843.8917	1395.056548765085	0.7046365636657289	19617000000.0	38220000000.0	7544697798.705306	38220000000.0	11.561170751840885	0.4506704252107891
Cell#493	3950_0_0_0_0	-35.33	116158072802.20384	400186616317.03357	4208.986830159615	0.5585208437883978	13214000000.0	24721999999.999996	8546222928.218734	24721999999.999996	13.700948142421872	0.4331128750234748
Cell#11	3950_3_2_1_0_1_3	-41.49	116508561370.04128	433131344442.1647	4410.212807503176	0.5699961645776305	8125000000.0	18892000000.0	4754354550.936822	18892000000.0	8.738496888574737	0.6217657601479025
Cell#698	3947_3_1_2_0	-39.86	80351870251.24474	404519260955.1694	2673.4435411488957	0.643486616518263	14498000000.0	26002000000.0	8718632769.404295	26002000000.0	7.166016156727966	0.3070368529645596
Cell#733	3950_3_2_0_0_2	-32.09	115253614894.8578	299814260168.4236	3218.463372634257	0.4922318707565549	7077000000.000001	12325000000.0	4806166484.420963	12325000000.0	5.223586772997551	0.47553840432334143
Cell#719	3950_2_0_3_1_3	-23.68	134625478377.2174	393116514603.17896	5729.382817691516	0.5622463711776595	3286000000.0	7115000000.0	2507729495.731562	7115000000.0	1.8112094261915117	0.536665462380532
Cell#227	3950_1_3_3_0_3	-47.38	116703190072.7681	426336903386.1404	5020.874956873029	0.6071653445384715	31816999999.999996	55754000000.0	16743328823.543638	55753999999.99999	80.14772055802769	0.5346921168463405
Cell#706	3947_2_0_2_1	-45.9	129622644084.98894	439147043249.1541	5873.069319166437	0.591223498924866	36999000000.0	61441000000.0	20017132079.863747	61441000000.0	105.11107980543098	0.5121797384274918
Cell#33	3947_2_1_3	-17.08	123342661066.865	317459674084.0686	4553.964279299545	0.5471186208231046	15253000000.0	32589000000.0	12647683669.411943	32589000000.0	47.73891997029258	0.5462925775038633
Cell#924	3950_0_2_2_0_2	4.2	142139055586.83966	430092414941.8655	5523.562172466709	0.5228729776328832	7672000000.000001	24465999999.999996	7993787838.377046	24465999999.999996	17.74429647098126	0.5269589377414556
Cell#327	3949_1_3	-19.85	153431373497.28946	403308015006.2357	6045.074428875587	0.5067417109080495	2166000000.0	4692000000.0	1735668662.5889125	4692000000.0	0.837447540930019	0.5272444094373646
Cell#658	3944_1_1	-32.03	174079982722.02594	495074733261.58136	8798.519027352912	0.5388351939543947	18167000000.0	34033000000.0	12348897786.282045	34033000000.0	39.61469176899041	0.5096827609534643
Cell#904	3952_1_0_3_0	-32.22	108869652313.50186	389046496988.5317	6060.8071174233555	0.7150861976857597	3578000000.0000005	8185000000.000001	2424524515.9760604	8185000000.0	2.575106204906625	0.6618674032363541
Cell#187	3950_3_0_1_1_0	-11.78	132057253257.02371	422680534818.5826	6058.5323432805435	0.5894153684576288	18766000000.0	38446999999.99999	16556434280.118128	38446999999.99999	33.52082470226319	0.3496958979346164
Cell#419	3950_0_2_2_3_0	-33.33	103479127706.47354	365627470319.3946	4579.6691721313655	0.6539797397197962	29291000000.0	71793000000.0	19528461055.519474	71793000000.0	181.2706528260238	0.6894388136583194
Cell#641	3950_2_0_0_0_3	-12.84	164100130511.92535	449637870739.3383	10172.757851141325	0.6146252910519718	16919000000.0	33944000000.000004	14746182171.863962	33944000000.000004	47.09479225794013	0.46537907059787165
Cell#218	3950_0_0_2_0	-59.63	46265663833.98426	322384298689.6449	1812.220693923666	0.9201248177845127	60621000000.0	106039000000.0	24473302030.373974	106039000000.0	162.41499974445654	0.5207394714348929
Cell#220	3950_0_1_0_0	-64.43	34977105115.11604	363760784846.04816	783.7755581714147	0.8004090599030518	25574000000.0	48763999999.99999	9095514614.791351	48763999999.99999	11.43723789473567	0.371820474911679
Cell#789	3952_0_1_0	-31.58	62883102542.60949	361272487602.02576	2375.615759380976	0.7750935768402577	953000000.0	3103000000.0	651740933.8277856	3103000000.0	0.1614716050423304	0.6165567866882331
Cell#790	3950_3_2_1_2_0	87.7	175980124306.78976	451476601148.7886	8303.589905267647	0.5178086797314297	683000000.0	3698000000.0	1281581546.3411644	3698000000.0000005	0.6314119045743561	0.6200263370711143
Cell#897	3950_3_1_2_2_3_0	-26.74	125859561779.16823	355931398111.0185	4674.4010808256735	0.5432212763047801	16904000000.0	33552000000.0	12383690067.370157	33552000000.0	38.99509007245608	0.5042604299071106
Cell#368	3952_2_2_2_0	-41.4	87068436699.40762	407517854268.00885	2994.5960269188463	0.6285044763662524	21011999999.999996	44821000000.00001	12314445993.938673	44821000000.00001	30.83155901057992	0.45090272956397165
Cell#709	3945_0_0_1_0_3	-31.61	74815372396.04317	296799513790.8704	2240.985246992501	0.6327449048975845	10627000000.0	22653000000.000004	7268254963.601433	22653000000.000004	10.533429923605553	0.4465342252563428
Cell#370	3959_3_1	-3.14	186111780206.61996	415980061586.34937	8118.534928617827	0.48413331432472667	28159000000.000004	56917000000.0	27276392317.316414	56917000000.0	130.6319022622029	0.41902284117849864
Cell#248	3947_1_3_0	-34.22	112332961324.95412	372367887855.3519	3873.412652660309	0.5540381564702188	28614000000.0	62603000000.0	18823158834.53929	62603000000.0	108.76293595650289	0.5540487179744072
Cell#424	3952_2_2_1_3	-42.87	130017613161.08238	482242098548.0621	6459.919774376499	0.6181749084435904	22771000000.0	37530000000.0	13007966009.257118	37530000000.0	31.65397862641023	0.4325185705280455
Cell#356	3962_0_1_1	-45.77	48695877740.22374	318118743992.27576	1304.1380756783456	0.7415997743939253	49170000000.0	72108000000.0	26667444217.434025	72108000000.0	38.41467019437044	0.23241660830272395
Cell#437	3951_2_2_1_3	-33.93	116612101749.40712	407995043607.86346	4750.68869119546	0.591064210630045	11949000000.000002	26634000000.0	7895101370.806404	26634000000.0	19.527076158709857	0.5597072074702022
Cell#132	3947_2_0_2_0	-33.12	106614337109.57967	379661026582.40485	4134.819827934537	0.603132434629253	6669000000.0	13227000000.0	4459956806.204853	13227000000.000002	4.277283703089562	0.4637173825659628
Cell#270	3950_3_1_0_0_2	-48.9	134386847900.07434	467568967448.5121	5736.033544881101	0.5635715663872017	14398000000.0	27326000000.0	7356941983.774041	27326000000.0	20.419110638258545	0.6142159356699348
Cell#622	3951_2_2_2_3	-12.3	150088330330.30856	439187548553.3079	7272.846975000924	0.5682053239479834	9651000000.0	19546000000.0	8463591991.691313	19546000000.0	10.22968327061112	0.3778995499725455
Cell#102	3950_3_3_2_0	-16.77	163049083628.97833	477101470003.3689	8010.258495115685	0.5489147529488331	13659000000.0	35894000000.0	11368711665.745142	35894000000.0	48.4503381052231	0.6122617860132018
Cell#613	3952_2_2_2_2	4.84	121833842862.98552	385703082547.38574	4407.031552703471	0.5448853570672525	8673000000.0	31072000000.0	9092716293.004879	31072000000.0	30.258748355466594	0.6049672144485174
Cell#194	3947_2_1_2	4.38	159189328885.10327	445132681328.8718	9662.454314099457	0.6174897812573145	4110000000.0000005	12026000000.0	4290324204.164895	12026000000.0	7.013514822788912	0.6172736639213372
Cell#274	3963_1_3_3	-38.55	109298075294.31302	373111367308.1487	5936.601726506349	0.7049469612438863	13793000000.0	25383000000.000004	8475502862.728152	25383000000.000004	24.615369093808702	0.585379758545001
Cell#622	3949_3_2_3_3	-35.16	49148233602.04319	249460986949.99783	859.6152088228473	0.5965462658432348	9651000000.0	19546000000.0	6258459822.427253	19546000000.0	3.739186039968948	0.3089733831708102
Cell#207	3950_3_3_0_0_0	-21.05	87445692276.30887	406339053141.07153	2731.792689244239	0.5977030183180603	12309000000.000002	38695000000.0	9718224407.20557	38695000000.0	22.52601750943228	0.48837709290590586
Cell#268	3950_3_1_2_2_0_1	-18.15	90561065278.69553	352616382053.58203	3954.49965836196	0.6943912643623007	13595000000.0	23303000000.0	11128057798.02958	23303000000.0	8.878981206023127	0.2677701708502936
Cell#127	3950_3_2_0_1_2_3	-5.68	130522919001.72685	419587734360.7585	4670.851558888337	0.523614006182563	19986000000.0	43620000000.0	18850117304.08001	43620000000.0	33.66498965528741	0.3078046564432343
Cell#238	3950_3_1_2_1_1_3	-35.8	162224588805.2154	502432871058.96313	17526.19899614436	0.8160695760873728	29009000000.0	43324000000.0	18625476946.28228	43324000000.0	93.57772180619244	0.5193723572770369
Cell#434	3950_3_3_1_1_1	45.91	163848690202.33972	391026571118.5991	8237.214013204699	0.5539201972142388	2126000000.0	7964000000.0	3102027788.775154	7964000000.0	3.744758329113776	0.6238299389953194
Cell#484	3949_0_0_2	-14.18	160610216406.38196	408636722058.4144	8106.127720249063	0.5605747782971905	27685000000.0	47769000000.0	23758717940.963314	47769000000.0	75.07161298905409	0.3646824568030482
Cell#570	3963_2_3_3_3	-49.46	39965735469.65537	283093147205.93066	1301.1142621809395	0.902547170904067	15160000000.0	32459000000.000004	7662438897.7188635	32459000000.000004	14.273146735988274	0.4930521318550384
Cell#261	3950_1_0_3_2_2	-47.94	112475247128.8102	397381703363.88245	4394.047337970671	0.5893528792761601	16668000000.0	28785999999.999996	8676922090.23832	28785999999.999996	21.90138545711637	0.5393492714053528
Cell#432	3948_2_1_3	-28.65	159702769128.17694	413600755926.16583	7176.352578316494	0.5304438729150538	11623000000.0	22737000000.0	8292577914.182766	22737000000.0	23.000931660011357	0.5783398967403527
Cell#423	3963_2_2_3	-55.93	91090123721.96959	499014486759.89636	5679.797618161197	0.8273611778116322	8048000000.0	18825000000.0	3546537747.1580734	18825000000.0	7.962916744958437	0.7956672834714357
