Hcell	Pcell	Delta_mean_%	meanP	maxP	Variance_P	CV_P	meanH	maxH	new_meanH	new_maxH	new_Variance_H	new_CV_H
Cell#911	3945_0_1_0_3	-44.3	94462209210.10818	392381727793.0229	2660.4331099004794	0.5460319731425212	4867000000.0	11833000000.0	2711225360.1511335	11833000000.0	2.459808738008721	0.5784756088174632
Cell#67	3952_2_1_2_3	-61.52	63760218453.485016	342892414036.45074	1832.278092605085	0.671345215505133	19788000000.0	36760999999.99999	7614296102.030975	36760999999.99999	19.935986158172376	0.586393435989915
Cell#335	3950_3_1_3_3_0	-28.23	173324502629.32672	448847196316.25574	6920.702674529595	0.47997114943471886	17406000000.0	29459000000.0	12492490574.82098	29459000000.0	25.79813231495425	0.40657914895872277
Cell#388	3945_0_2_0_2	-21.59	91658732844.59877	390949719350.3883	3024.6013764602194	0.6000123973292179	3765000000.0	7985000000.0	2951824036.4245195	7985000000.0	0.8818651615895201	0.31813439711661634
Cell#419	3948_1_1_0_2_0	-27.12	82317272998.16321	265555514717.61505	2253.6667927062313	0.5767052142004847	29291000000.0	71793000000.0	21346610267.87596	71793000000.0	169.86292934517274	0.6105488022315442
Cell#958	3946_0_0_2	-17.55	159368148682.1294	441108866179.82446	6974.609524806356	0.5240327404597653	9783000000.0	20268000000.0	8065539467.899068	20268000000.0	13.048189187303912	0.4478594080785176
Cell#652	3950_1_3_0_3_1	-39.99	122206111720.66191	398916499511.6074	5307.259049597838	0.5961317004951374	2033000000.0	3718000000.0	1220397376.4602723	3718000000.0	0.42845143189479235	0.536351542490798
Cell#440	3951_1_1_1_0	-43.76	112449815575.98463	441474110855.5674	4310.975264679534	0.5838872850423483	10817000000.0	22535000000.0	6083316298.357698	22535000000.0	10.761923816451286	0.539267886506041
Cell#609	3950_0_3_2_1_3	-28.0	122789314621.94423	382510414829.28296	4794.05938040234	0.5638857624829814	4303999999.999999	10537000000.0	3099192795.378399	10537000000.0	3.885938942518477	0.6360619150554578
Cell#935	3950_2_1_1_0_1	-50.18	78030105887.40031	365356971672.7514	2339.5796166236837	0.6198787066371843	12470999999.999998	21656000000.0	6213404811.026258	21656000000.0	6.764495853934611	0.41858924739223086
Cell#202	3950_1_3_3_3_2	12.22	173568476748.258	446989423083.8451	8657.62965793914	0.5360788213754142	11090000000.0	32948999999.999996	12444678719.439074	32948999999.999996	48.12649657089335	0.5574532282961654
Cell#822	3950_2_3_3_0_2	-30.55	81140984217.25685	266598411137.43774	2332.225287331714	0.5951754084833762	19280000000.0	46068000000.00001	13390142572.782307	46068000000.00001	71.9274797848256	0.6333769007234177
Cell#146	3950_2_3_0_0_0_1	-3.57	122029089950.39171	411037087128.8949	5238.57123142111	0.5931206632513574	14377000000.0	27195000000.0	13864018475.257711	27195000000.0	11.521023426397113	0.24482535978667574
Cell#882	3947_2_0_0_3	-26.72	89611025453.36363	452813402499.0082	3409.531922266742	0.6516072883417754	5684000000.0	11665999999.999998	4164997238.0816274	11665999999.999998	1.4222205075045264	0.28633125087778255
Cell#321	3950_3_0_0_1	-40.25	120778227971.78648	499055423781.71533	5711.071857376875	0.6257057684632717	30695000000.0	68504999999.99999	18340094421.716633	68504999999.99999	99.58203797199494	0.544112793906752
Cell#384	3948_1_1_0_1_1	-11.19	126843381509.36105	347864962503.22217	5576.731576376361	0.5887379878993345	23653000000.000004	48445000000.0	21007020201.89549	48445000000.0	84.74064051939818	0.4382091262846831
Cell#586	3939_3_2	11.88	236758773467.15158	508398821879.61316	14335.48529868438	0.505708342857134	22846000000.0	44643000000.0	25560206786.004044	44643000000.0	68.55976938565205	0.3239442764012098
Cell#834	3950_2_3_2_0	-46.54	76540356088.64836	372357357156.90857	1923.2836292132854	0.5729690839666238	30580000000.0	63148999999.99999	16346608442.986761	63148999999.99999	46.79733504265645	0.41848789581218065
Cell#330	3962_3_2_1	-25.7	83286599943.40924	303394447355.8526	3289.9589751409235	0.6886841823154838	11222999999.999998	24298000000.0	8339393419.118576	24298000000.0	17.34922038461625	0.4994655277365458
Cell#838	3944_3_0_3	-53.52	64279792750.17003	399238877658.49634	2182.926137935303	0.726850431638406	24331000000.0	48250000000.0	11307706408.686052	48250000000.0	26.11541983298034	0.4519329244909399
Cell#307	3951_2_1_3_0	-33.33	97130768319.4214	352880725149.73724	2661.2203546148294	0.5311089184137725	28518000000.0	50361000000.00001	19013367677.084003	50361000000.00001	40.508221606972555	0.33474380006967425
Cell#918	3948_1_2_1_3	-24.4	140972060527.26355	403408151003.5962	7646.692595878713	0.6203028378863246	21119000000.0	41955000000.0	15967150265.003397	41955000000.0	74.46344137346343	0.5404358362858706
Cell#839	3951_1_2_2_0	-31.09	104829232268.0501	330743717971.7644	3439.9238078523545	0.5594895850064537	8187999999.999999	19124000000.000004	5642373827.811838	19124000000.000004	12.153821589696587	0.6178663906949216
Cell#213	3939_1_0	-10.27	139359264573.81622	336567539180.1916	4717.76783620139	0.4928700595407374	6974000000.0	15460000000.0	6257864600.348647	15459999999.999998	10.085860131373893	0.5074932945898915
Cell#229	3948_1_1_0_1_0	-18.77	103230064228.42703	423972516757.2712	3608.0728102885755	0.5818773454805534	8273999999.999999	17310000000.0	6720740854.750697	17310000000.000004	3.9050876707819495	0.29403446879126577
Cell#205	3950_1_2_3_1	-44.41	111716337636.27277	483080125222.9928	7129.555141150803	0.7558132935925037	19864000000.0	44887000000.0	11042877791.3923	44887000000.0	59.06732970328269	0.695971415581187
Cell#915	3940_3_1	-23.83	177659051663.48645	453026965535.39935	10628.356216941156	0.580290834793827	21518000000.0	39629000000.0	16390344218.745092	39629000000.0	74.58733062527102	0.5269197267102125
Cell#58	3950_3_2_1_1_0_3	-39.82	86077849453.23552	304983953141.55066	2640.959532156896	0.5970208041608652	8282000000.0	12837000000.0	4984123709.782815	12837000000.0	3.375263862702913	0.3686082503147667
Cell#883	3952_1_3_2_3	-46.8	22902206135.620083	272536550796.38538	356.3083037697701	0.8242057737932269	11790000000.0	26791999999.999996	6272140709.4000635	26791999999.999996	2.423619449270289	0.24820836954048875
Cell#444	3948_1_1_0_2_1	-7.89	135740733684.2132	379617545835.71106	6361.734811285866	0.5875943193786648	1850000000.0	4934000000.0	1703777562.7736597	4934000000.0	1.111534806089452	0.6187976256079776
Cell#680	3950_3_2_1_0_1_1	-7.64	133204379730.4099	462972330486.4194	5291.067799135816	0.5460760867145509	17285999999.999996	42008000000.0	15965693836.843521	42008000000.0	32.97050361187414	0.3596458005658032
Cell#586	3951_1_3_3_0	-12.08	123996966947.76794	427229372027.4159	5293.94075218169	0.5867842875352154	22846000000.0	44643000000.0	20085607817.239426	44643000000.0	35.553287844484665	0.29686220292002313
Cell#493	3944_2_0	-15.13	182043571420.68027	429706294408.9133	7842.05763650472	0.48645163544699827	13214000000.0	24721999999.999996	11215278274.240273	24721999999.999996	22.68291096239153	0.42465802951794124
Cell#544	3949_0_2_2	-43.29	107722346937.78148	380691938737.5206	4007.1153903707823	0.5876383323342254	26344000000.0	43543000000.0	14939936476.741508	43543000000.0	43.52908760340999	0.4416121679247773
Cell#593	3952_1_2_0_0	-32.56	140126131400.12994	425232069951.0934	6312.159047997983	0.5669827349073651	11012000000.0	20614000000.0	7426066027.558935	20614000000.0	13.427515310860638	0.49344530572138623
Cell#894	3963_3_2_1_1_1	-37.59	58261991744.39085	296540452366.0415	3791.0834458823474	1.0568086141008182	7164000000.0	18608000000.0	4470714885.141566	18608000000.0	13.401970272562043	0.8188556520442706
Cell#275	3964_3_2_0	-28.81	59645472449.58859	260064248871.45102	2042.600541149658	0.7577295746342915	18903000000.0	57851000000.00001	13456606113.446188	57851000000.00001	99.74559275202633	0.7421835381607215
Cell#63	3950_2_0_3_0_3_2	-39.44	91471259369.94347	350915818894.87946	3031.787606370217	0.6019559730152144	13239000000.0	25144000000.0	8018034495.237866	25144000000.0	13.065515511991281	0.4508118824414449
Cell#862	3950_0_2_0_3_3	-45.28	113980863436.95186	422998334175.8805	3861.672071718951	0.5451998818971907	15985000000.0	26869000000.0	8746761169.884504	26869000000.0	13.350048614711271	0.41772854694488915
Cell#912	3950_3_3_3_1_3	-76.35	35889692964.716515	370518385538.1986	552.4111043281005	0.6548795924449852	833000000.0	2040000000.0	196540272.51508766	2039999999.9999998	0.016692328699263848	0.6573655038575059
Cell#249	3945_0_3_3_2	-24.28	114890971824.74107	381463695302.80975	4502.087640675452	0.5840110568300453	16511000000.0	44420000000.0	12502085120.4705	44420000000.0	64.11831614628511	0.6404844685894279
Cell#168	3950_1_0_0_3	-25.64	153504168551.55353	444665787745.05334	6680.169411240524	0.532443542890861	15240000000.0	29162000000.0	11331826109.36375	29162000000.0	24.7872832889107	0.43935397868894527
Cell#371	3950_0_1_1_2	-26.36	138479554232.06567	444499530098.8579	5426.5810245742805	0.5319581770326173	32667000000.0	57328000000.0	24056318825.9779	57328000000.0	62.12589159117543	0.32764771705687695
Cell#356	3950_2_0_1_2	-21.15	168891343925.54297	421524417326.82556	8003.0051554461525	0.5296868079380934	49170000000.0	72108000000.0	38773067008.07454	72108000000.0	135.50861229985773	0.30022945176029614
Cell#318	3950_2_0_3_0_2_3	-24.85	158364783695.6895	407088323585.3732	7447.076539663223	0.5449219433864111	29069000000.000004	56673000000.0	21844464326.136795	56672999999.99999	144.85134979780605	0.5509597512976504
Cell#734	3943_3_2	-42.62	88556412262.51668	377660956753.5077	3346.8282655113044	0.6532759958838092	32848000000.0	55692000000.0	18849266820.293587	55692000000.0	52.78820819342645	0.385455279338463
Cell#960	3963_1_3_0	-47.98	98876372354.30167	363703693332.92444	4989.550260394537	0.7143946220113222	14099000000.0	23285000000.0	7333947762.323004	23285000000.0	18.031899025004815	0.5790058092605772
Cell#90	3950_3_1_1_0_1_3	-39.83	111113854795.69339	481989395888.5585	4610.138232293836	0.6110668994465452	24928000000.0	55540000000.0	15000147498.208885	55540000000.0	54.440003637502805	0.49188495950844524
Cell#438	3945_0_0_0_2	-40.8	144836481256.7143	444121417376.6663	6225.7596194093785	0.544776303947947	3973000000.0000005	7322999999.999999	2352450471.1458397	7323000000.0	1.6953946466206309	0.5534965462186436
Cell#712	3943_1_0	-11.51	176186635941.80652	464233482238.2936	7767.982590610678	0.5002431592548181	8887000000.0	20026000000.0	7864460514.206556	20026000000.0	13.407491468236056	0.4655912698063823
Cell#462	3951_2_0_0_2	-41.03	124509818680.44849	381499745429.09094	5100.242929645782	0.5735771352794773	11449000000.000002	19752000000.0	6751646899.449419	19752000000.0	12.885398407265088	0.5316663870817765
Cell#273	3950_0_2_2_0_3	-48.52	114008680864.99823	442460176380.0303	4134.651682829299	0.5640031684743131	26579000000.0	52200000000.0	13682704488.622831	52200000000.0	55.17503887884071	0.5428744176743852
Cell#710	3950_0_1_2_0	-30.95	98927460668.49696	293572024736.061	3204.6372179037353	0.572232571996287	24139000000.0	42770000000.0	16667255258.934107	42770000000.0	56.49262554770865	0.4509535322488355
Cell#269	3952_2_1_1_0	-35.68	125448751806.16296	393131051642.379	5557.059061718704	0.5942321730617225	7055000000.0	11283000000.0	4537826148.255099	11283000000.0	3.538045056916508	0.4145088680706062
Cell#724	3952_1_3_2_1	-5.13	85418433162.81363	380637253636.4419	2532.4581667343427	0.5891413955461542	195000000.0	877000000.0	184697357.42132065	877000000.0	0.01384108272845042	0.6369778790847634
Cell#674	3949_2_3_1	-34.36	70209494916.14375	350449528727.07587	1889.4949198743655	0.6191231104712471	8007000000.0	17767000000.0	5255686130.989479	17767000000.0	3.6369823171648035	0.3628617355632402
Cell#588	3950_2_3_0_1_3	-29.69	132074903475.61731	383260044762.23956	5030.50798205862	0.5370140139952966	21578000000.000004	40614000000.00001	15171871315.8856	40614000000.00001	51.11741543706102	0.4712434134496471
Cell#115	3963_2_0_3_3	-29.16	57821376180.29426	308124396076.4763	3506.490344949389	1.024113048893181	16579000000.0	30066000000.0	11744107275.013979	30066000000.0	19.26072475204235	0.37369415313284926
Cell#560	3960_3_0	-33.67	63101286150.2719	234056968047.77545	1576.6652211094117	0.6292620382238385	17064000000.0	36204000000.0	11318687965.263506	36203999999.99999	33.23647115594882	0.5093442010346276
Cell#864	3946_0_3_3	-31.11	128822962911.36206	393623390489.26746	6282.824802567078	0.6152961407335362	23857000000.0	40409000000.0	16434479496.390066	40409000000.0	50.49844074971075	0.43239735666849083
Cell#137	3948_2_3_2	-22.59	118454744726.13391	448568627720.8773	5007.10994379009	0.5973668282941625	18095000000.0	35043000000.0	14007134569.58077	35043000000.0	19.981694965566323	0.3191294335920833
Cell#480	3951_1_1_0_3	-19.0	111762784782.60176	373714395598.68024	5482.152477503777	0.6624884953248344	7981000000.0	17421000000.0	6465324457.734162	17421000000.0	9.423819737145276	0.474813611668059
Cell#699	3950_1_3_3_1_3	-30.86	143452373864.3165	386520784197.3799	5405.668414681513	0.5125272511253213	8023999999.999999	13947000000.0	5548476505.520671	13947000000.0	6.393987402670121	0.4557347413287605
Cell#633	3945_0_1_0_1	-34.36	99420035851.69823	405011132738.24695	3189.8755534294	0.5680845194410303	20277000000.0	33478000000.0	13308983283.591133	33478000000.000004	13.709217977667572	0.27820277735188204
Cell#948	3950_3_3_3_1_1	8.46	111227799393.8263	306593180839.0105	3962.2889652454346	0.5659261050622412	792000000.0	2335000000.0	858977489.7434067	2335000000.0	0.22348960958607997	0.550360029814884
Cell#713	3950_3_1_0_0_1	-39.04	124409082934.39572	437864848838.5255	5479.350475352993	0.5949938150759488	44277000000.0	80076000000.0	26990414609.01321	80076000000.0	156.3758796839986	0.4633138969813315
Cell#629	3950_3_1_2_3_1	-7.96	192279000090.24155	395654215800.9155	8820.24183911065	0.4884368160152202	22346000000.0	34003999999.999996	20567375487.15459	34003999999.999996	37.45279962784432	0.2975522692755011
Cell#92	3951_0_1_1	-28.65	117060055625.82089	379637651665.0537	4373.389878062711	0.5649374581723651	21986000000.0	39460000000.0	15686245774.65747	39460000000.0	35.281774659532836	0.37866589846639037
Cell#333	3945_0_0_0_1_3	-47.54	70026710069.17357	355654359411.7637	2349.032442929895	0.6921190201520186	33728000000.0	67321000000.0	17693972893.4994	67321000000.0	70.85992155368618	0.4757458143194533
Cell#941	3950_3_1_2_1_3_2	-19.45	114106834147.08437	431201842481.60333	7305.375875124859	0.7490479622174374	15638000000.0	46544000000.0	12596693578.314604	46544000000.0	83.32976724041322	0.7246754007277375
Cell#539	3950_0_1_3_0	77.34	129466377177.34018	397377006649.06177	5828.3720103825835	0.5896803236119025	384000000.0	2178000000.0	681226189.5993723	2178000000.0	0.18093680213745825	0.624413262976942
Cell#602	3948_2_3_1	-33.69	118452755206.12936	401465448945.85785	4332.447642695381	0.5556758143682907	13180000000.0	23996000000.0	8739557450.697926	23996000000.0	12.219555386567809	0.3999799856695718
Cell#307	3950_0_3_2_2_1	-57.8	23220562523.980392	259988341123.49362	269.0967695312913	0.7064501239312274	28518000000.0	50361000000.00001	12035782658.199408	50361000000.00001	7.684482955775918	0.23032070921358988
Cell#606	3944_1_2	-25.2	162809312871.47855	423115664942.30634	7193.264102575173	0.5209352665561303	20530000000.0	39997000000.0	15355711571.59503	39997000000.0	63.16205705629244	0.5175569998527224
Cell#380	3962_2_2	-23.96	117508548808.46967	388813855389.5409	5081.424313583338	0.6066291393103083	23545000000.0	44741000000.00001	17903025903.526897	44741000000.00001	49.12899337920212	0.39150966963109785
Cell#509	3950_2_3_3_1	-24.89	125245278328.9697	397871121745.8026	4357.557217460936	0.5270601569062585	10803000000.0	28326000000.0	8114492456.904755	28326000000.0	23.658353528062783	0.5994195422889758
Cell#179	3950_0_3_2_2_0	-46.58	121130217003.21916	449114328057.42395	5698.421102222023	0.6231961684714217	19896000000.0	33935000000.000004	10627973234.242565	33935000000.000004	28.501171914665317	0.5023205052447255
Cell#203	3951_0_2_1	-26.27	153858864111.99588	454876318215.3136	7447.594165974729	0.5609000512164543	21862000000.0	48411000000.0	16118302664.491667	48411000000.0	84.83129396424916	0.5714243450592985
Cell#403	3963_3_2_1_1_3	-23.15	61421052105.72375	263618753741.80936	2322.193013060542	0.784570375524909	10007000000.0	19289000000.0	7689547324.204728	19289000000.0	8.120507478064743	0.37058753827260144
Cell#374	3945_0_3_2_1	3.0	121467884982.46048	398612856888.0266	5659.485345783326	0.6193369632225385	16605000000.0	48773000000.0	17103496966.446606	48773000000.0	73.53312413795592	0.5013679797712841
Cell#538	3963_1_3_2	-70.83	57779287527.956055	486466784222.8767	2440.439000822098	0.8549914980015828	14845000000.0	28330000000.0	4331351084.680294	28330000000.0	7.680763520328958	0.6398509357328419
Cell#152	3951_1_2_0	5.4	149687445696.42877	350745906347.76526	6465.749549381124	0.5371852280303656	4146000000.0	10420000000.0	4370490782.827224	10420000000.0	5.783391691314977	0.5502513220798392
Cell#947	3939_2_0_0	-41.98	115605609304.48697	491173217066.00024	6258.843385188546	0.6843340274612162	35306000000.0	88558000000.0	20484016946.028515	88558000000.0	204.63264065110806	0.6983486980902912
Cell#447	3950_1_2_3_3	-61.19	48441405798.37601	362977637902.7971	1127.8918068648923	0.6932932674743939	36663000000.0	54358000000.00001	14230308203.114748	54358000000.000015	18.44874879445241	0.30183469033579635
Cell#63	3950_2_0_0_3_0	-11.78	218160980389.33325	499605362575.79236	13399.787929422304	0.5306056693195789	13239000000.0	25144000000.0	11678681564.878912	25144000000.0	30.276909355515606	0.47115299194379934
Cell#319	3950_3_1_1_1_3	-26.72	122508975835.68282	424063241220.4313	5151.908287992309	0.5858900902847936	12220999999.999998	22368000000.000004	8954514169.189287	22368000000.000004	10.276156921604505	0.35799201164641736
Cell#618	3950_0_0_0_3	-46.9	83123538617.1435	366099774605.60535	2301.0030011184895	0.5770780683892344	52428000000.00001	95804000000.0	27837865689.65673	95804000000.0	133.0000373229863	0.4142761640348142
Cell#732	3951_2_2_2_2	-8.83	170562383498.7229	459155251863.16754	6793.384209994016	0.4832366137299909	4203000000.0000005	10248000000.0	3832143067.445469	10248000000.0	3.3285572641923884	0.4760869771762104
Cell#46	3952_1_0_3_3	-47.66	98273682157.53279	418567080313.0225	5361.440451241412	0.745081044434445	23250000000.0	44603000000.0	12168747978.529861	44603000000.0	56.07578095410945	0.6153777202824655
Cell#206	3959_0_3	-25.82	47382602063.01472	227371849039.38037	1022.9771068710371	0.675015974407062	29365000000.0	43811000000.00001	21784401695.372463	43811000000.00001	15.346486570216154	0.17982863394938603
Cell#305	3963_3_1_0	-36.19	115302413471.03185	475478041455.52167	9124.180512966237	0.8284351863044614	11757000000.0	21474000000.0	7501783189.498357	21474000000.0	13.935900782575876	0.4976259440301156
Cell#495	3946_0_0_0	-41.12	103617996733.77911	392657424823.237	4383.711823360828	0.6389778542997908	25963000000.0	48309000000.0	15285802909.93696	48309000000.0	56.77611686292792	0.49294059780441685
Cell#232	3943_0_0	-29.74	150923830888.9425	449202317445.7858	5349.224426528247	0.4846046635417974	51571999999.99999	97652999999.99998	36232122648.95634	97652999999.99998	225.81746411019554	0.41474865395595356
Cell#539	3950_3_1_1_3_0_1	120.05	155327786367.31747	380607530299.2466	7907.204227879237	0.5724826443852437	384000000.0	2178000000.0	845479227.5013671	2178000000.0	0.2751064601507762	0.6203652354465591
Cell#562	3963_0_1_3	-67.93	73417889502.71553	415581676885.7609	2565.1566951023538	0.6898506118508213	11262000000.0	18597000000.0	3611924279.5326157	18597000000.0	4.912708894630595	0.6136516101422858
Cell#800	3945_0_1_1_3	-24.64	135699119412.07224	434661007213.3073	5286.938616432236	0.5358276304288508	32332000000.0	75366000000.0	24364868548.863216	75366000000.0	153.15762840395706	0.5079316131885783
Cell#300	3950_0_2_2_2_0	-28.33	103929468056.64932	440072613722.01086	4136.864764995659	0.6188664759145129	9062999999.999998	22037000000.0	6494666723.345288	22037000000.0	8.826533414181199	0.45744429412746923
Cell#746	3950_3_2_2_2	-31.15	107017099135.1778	399007648157.27496	3729.7692837961317	0.5706736359814706	2864000000.0	7975000000.0	1971509775.7047832	7975000000.0	1.5619075274210623	0.6339116366044262
Cell#458	3950_1_3_0_0	-26.21	103947155384.66307	285093243471.47974	3188.4837819498484	0.5432246855766562	13540000000.0	26791999999.999996	9990772469.328688	26791999999.999996	27.12472351291491	0.5212950386280439
Cell#77	3950_0_3_1_3	-18.42	127760736996.65042	419011085630.4184	5125.389847202492	0.5603586027955567	52450000000.0	70311000000.0	42788149483.025925	70311000000.0	46.321770742331324	0.15906296441922274
Cell#522	3939_3_3	-19.4	195095000640.09167	488351223164.0851	10410.679709125872	0.5229900206744549	10495000000.0	23145000000.0	8458674436.900931	23145000000.0	25.88210604690618	0.6014471846208586
Cell#212	3945_0_0_2_3	-2.89	138641585103.55084	384002893438.56494	5368.648920350675	0.5284926930990143	10665000000.0	25925000000.0	10356988967.292168	25925000000.0	21.17012712283291	0.4442508007950972
Cell#271	3952_1_0_2_3	-32.98	115031564538.19421	441115922459.59375	4601.7233846944555	0.589716430219507	4964000000.0	8980000000.0	3327093260.7099257	8980000000.0	1.3752574101733879	0.3524739473746704
Cell#746	3952_2_3_0	3.11	137875132245.25146	352749041090.5505	7182.941526976442	0.6147028455218235	2864000000.0	7975000000.0	2953444094.2590346	7975000000.0	3.9008692449442735	0.6687317484811505
Cell#451	3950_2_0_3_3_0_1	-1.37	158684733587.1978	468855694911.58923	10464.72489793346	0.644657086195479	6632999999.999999	16762999999.999998	6541788536.521931	16763000000.0	11.158366690556303	0.5106270450209861
Cell#826	3940_2_2	-11.24	128906004763.87445	393023663920.65015	5678.483544132908	0.584578767700031	5527000000.0	13702000000.0	4905837391.841843	13702000000.000002	6.266743517553431	0.5102791356088773
Cell#959	3945_0_3_0_3	-22.21	146648002117.31247	504064643959.71436	8336.723490985345	0.6226178220590117	5348000000.0	13803000000.0	4159630981.0163484	13803000000.0	6.049210251394721	0.5912818329322282
Cell#257	3950_1_3_0_2_0	-22.7	82719234869.91228	325354655145.05676	2514.6455418050473	0.6062222605298132	11715000000.0	38131000000.0	9055714311.03305	38131000000.0	35.87121245992299	0.6613788690281506
Cell#192	3950_1_0_2_3_2	-25.79	105380633247.14615	334023933612.75214	4119.407727836619	0.609055102161451	7037999999.999999	16549000000.0	5223056262.734582	16549000000.0	10.048034909764157	0.6068982197483698
Cell#184	3950_0_3_3_0	-35.27	108743026272.2678	433810654925.07074	3773.2486948057344	0.5648801322720881	30334000000.0	49030000000.0	19634884787.60582	49030000000.0	30.53890436703132	0.2814481308029659
Cell#421	3963_3_1_2_3	-40.87	76811015018.31186	355549872690.9806	4815.760683022439	0.9034600311357255	19981000000.0	32273000000.000004	11815042797.47167	32273000000.000004	26.804044155786272	0.43819242254570845
Cell#89	3939_1_2_0	-0.95	165767048229.11108	444605371006.6241	7460.332158808456	0.5210517728482185	7435000000.0	15182000000.0	7364479355.908233	15182000000.0	5.490197149647485	0.3181646467953078
Cell#885	3950_3_3_1_3_0	-6.32	173051460651.99805	402760732519.44135	9075.213819724506	0.550494727483148	27208000000.000004	44580000000.0	25487815792.701786	44580000000.0	63.02169239610874	0.3114672662680185
Cell#300	3943_1_2	-0.73	174490451443.1149	467338457324.0346	8830.21084083283	0.5385349214100761	9062999999.999998	22037000000.0	8997422416.582037	22037000000.0	17.14635145382228	0.4602223971456872
Cell#472	3948_2_2_2	-36.63	107186125555.88504	373397780876.6056	3805.9078884329965	0.5755599467930976	6122999999.999999	12351000000.0	3879963423.9176364	12351000000.0	3.7629781696330684	0.4999634058051075
Cell#488	3950_0_0_1_3	-51.57	54688957090.523155	461185629546.03925	3832.047148162254	1.1319201220189123	17623000000.0	29833000000.000004	8535171760.294491	29833000000.000004	10.845437996335681	0.3858435837559929
Cell#598	3951_2_2_1_2_1	-74.25	28483432920.316048	317351422250.6209	453.08208430792695	0.7473019475778113	11821000000.0	26155000000.0	3044130130.2344217	26155000000.0	2.8971274410919325	0.5591400309696617
Cell#373	3950_3_1_0_3_0	-21.75	129562480141.61641	380942235830.30646	5448.2312864176665	0.5697030113074568	11173000000.0	24581999999.999996	8743469535.458546	24581999999.999996	21.343665171799735	0.5283852655651446
Cell#17	3946_3_0_3	-21.14	126102424220.01213	412121845044.82733	5799.971724538372	0.6039340313397927	3098999999.9999995	6982000000.0	2444024266.541716	6982000000.0	1.4350783312980482	0.49015370504979966
Cell#519	3950_3_0_1_0_3	-16.83	124172644348.63264	368505760659.8054	4618.82698062356	0.5473182342623771	27395000000.0	61280000000.0	22784131439.39461	61280000000.0	113.80355069881064	0.468215114203902
Cell#114	3945_1_0_1_2	-36.87	101773199349.23642	347793560501.6332	3322.451723636214	0.5663643547441027	1139000000.0	2568000000.0	718916221.3716214	2568000000.0	0.1862789921260433	0.6003488136429431
Cell#394	3950_0_0_2_1_3	-62.34	44036511099.390755	335775338660.7708	1581.9500110711392	0.9031990545657478	17945999999.999996	30065000000.0	6758920485.457081	30065000000.0	10.345056914811694	0.47587085272223123
Cell#857	3950_3_1_1_1_2_2	-38.14	115488906450.7283	382370978593.022	7614.330552811463	0.7555715453656275	7752000000.000001	13847000000.000002	4795492154.050634	13847000000.000004	8.8679001522174	0.6209794273240643
Cell#17	3940_3_0	-28.72	71426188991.42838	266630108998.8769	1726.9035457278674	0.5818038114663892	3098999999.9999995	6982000000.0	2208621857.563598	6982000000.0	1.0067096944725793	0.454287471212355
Cell#387	3950_3_3_3_2	-23.54	136626680758.1632	486928259691.77075	6312.594937837788	0.5815250720207485	44262000000.0	87147000000.0	33840659165.412216	87147000000.0	143.0087590671532	0.35338043842574257
Cell#704	3948_1_2_0_0	-47.68	69696356871.874	261836300667.00568	1790.1937205574473	0.6070716293734677	9713000000.0	17505000000.0	5081708266.667464	17505000000.0	7.393937163148524	0.5350916186317821
Cell#118	3939_0_3_1	-7.62	158349013268.98672	373027374168.84827	6490.734029939493	0.508781773998475	15503000000.0	31440000000.0	14322238775.051382	31440000000.0	39.81091552126288	0.4405448946387524
Cell#572	3939_0_3_2	14.0	148667792038.68332	390835838315.5176	5685.514119833362	0.507186843930331	21726999999.999996	60103000000.0	24767666490.063194	60103000000.0	117.40380057408738	0.43747776729187343
Cell#615	3950_3_1_1_3_0_3	-34.91	170770457386.20108	522434151002.5178	7925.066112264865	0.5213011767907622	28991999999.999996	53038000000.0	18870050989.066162	53038000000.0	74.0579452532137	0.45605031021884185
Cell#934	3950_2_0_0_3_3_2	-13.78	106764192209.0992	370331411525.802	5475.562148502831	0.6930885716802236	12272000000.0	38324000000.0	10581390704.534689	38324000000.0	60.4384736290602	0.7347066882946565
Cell#782	3952_1_3_1_1	-1.58	131692409435.75974	391178242871.13196	5883.120202539911	0.5824291694745171	4038999999.9999995	10969000000.000002	3974970946.796528	10969000000.000002	4.249960890496867	0.5186310428257699
Cell#176	3944_3_1_3	-68.37	55593551823.25665	380169576568.97516	996.4942667794543	0.5678230008819333	18579000000.0	35299000000.0	5876519192.479268	35299000000.0	8.115905427543156	0.484784058254569
Cell#121	3951_2_2_0_2	-24.44	133373020970.05397	372277069030.5298	6307.339451596073	0.5954634565204194	35533000000.0	61276000000.0	26847133850.359043	61276000000.0	128.89727012225333	0.42288660768999703
Cell#649	3950_3_0_3_2	-32.15	131461818279.17088	392271548840.61237	4970.010574496827	0.5362644671217505	12334000000.000002	24359000000.0	8368796993.858695	24359000000.0	18.583376109456598	0.5151091628519439
Cell#443	3962_2_0_3	-74.31	29261870038.55247	301035431816.1467	416.26229975486126	0.6972386647190894	3138000000.0	7035000000.0	805788986.77623	7035000000.0	0.2165062878895071	0.5774493936109499
Cell#254	3949_0_3_3	-30.28	129716876956.62779	373043472828.2726	5294.957988964031	0.5609637210390653	9683000000.0	21006999999.999996	6750791221.377014	21006999999.999996	18.016821623281473	0.6287592864735102
